cod_cor,denumire_ocupatie,denumire_clean,matched_job,match_score
211433,asistent de cercetare în mineralogia tehnică și experimentală,asistent de cercetare in mineralogia tehnica si experimentala,asistent de cercetare in invatamantul superior,65.42056074766354
235102,asistent de cercetare în pedagogie,asistent de cercetare in pedagogie,asistent de cercetare in invatamantul superior,70.0
213243,asistent de cercetare în pedologie-agrochimie,asistent de cercetare in pedologie-agrochimie,asistent de cercetare in invatamantul superior,63.73626373626373
214128,asistent de cercetare în pescuit și acvacultură,asistent de cercetare in pescuit si acvacultura,lucrator sisteme de crestere in acvacultura,66.66666666666666
214529,asistent de cercetare în petrochimie și carbochimie,asistent de cercetare in petrochimie si carbochimie,asistent de cercetare in invatamantul superior,61.855670103092784
214634,asistent de cercetare în petrol (extracție-prospecțiune),asistent de cercetare in petrol (extractie-prospectiune),asistent de cercetare in invatamantul superior,58.82352941176471
214937,asistent de cercetare în prelucrarea lemnului,asistent de cercetare in prelucrarea lemnului,asistent de cercetare in invatamantul superior,72.52747252747253
214649,asistent de cercetare în prelucrări plastice și tratamente termice,asistent de cercetare in prelucrari plastice si tratamente termice,asistent de cercetare in invatamantul superior,64.28571428571429
214631,asistent de cercetare în prepararea substanțelor minerale utile,asistent de cercetare in prepararea substantelor minerale utile,asistent de cercetare in invatamantul superior,62.38532110091744
263416,asistent de cercetare în psihologie,asistent de cercetare in psihologie,asistent de cercetare in invatamantul superior,69.1358024691358
263418,asistent de cercetare în psihopedagogie specială,asistent de cercetare in psihopedagogie speciala,maistru statiune de cercetare si productie pomicola,62.62626262626263
213253,asistent de cercetare în silvicultură,asistent de cercetare in silvicultura,asistent de cercetare in invatamantul superior,74.69879518072288
214450,asistent de cercetare în sisteme de propulsie,asistent de cercetare in sisteme de propulsie,asistent de cercetare in invatamantul superior,70.32967032967034
263209,asistent de cercetare în sociologie,asistent de cercetare in sociologie,asistent de cercetare in invatamantul superior,69.1358024691358
212026,asistent de cercetare în statistică,asistent de cercetare in statistica,asistent de cercetare in invatamantul superior,71.60493827160494
263310,asistent de cercetare în științele politice,asistent de cercetare in stiintele politice,asistent de cercetare in invatamantul superior,67.41573033707866
214943,"asistent de cercetare în tehnologia celulozei, hârtiei, poligrafiei și fibrelor","asistent de cercetare in tehnologia celulozei, hartiei, poligrafiei si fibrelor",asistent de cercetare in invatamantul superior,54.400000000000006
214927,"asistent de cercetare în tehnologia chimică a produselor textile, pieii, blănurilor și înlocuitorilor","asistent de cercetare in tehnologia chimica a produselor textile, pieii, blanurilor si inlocuitorilor","cercetator in tehnologia produselor textile, pieii, blanurilor si incaltamintei",77.77777777777779
214532,asistent de cercetare în tehnologia compușilor macromoleculari,asistent de cercetare in tehnologia compusilor macromoleculari,asistent de cercetare in invatamantul superior,55.55555555555556
214468,asistent de cercetare în tehnologia construcțiilor de mașini,asistent de cercetare in tehnologia constructiilor de masini,asistent de cercetare in invatamantul superior,56.60377358490566
214125,asistent de cercetare în tehnologia prelucrării produselor agricole,asistent de cercetare in tehnologia prelucrarii produselor agricole,asistent de cercetare in invatamantul superior,54.86725663716814
214523,asistent de cercetare în tehnologia substanțelor anorganice,asistent de cercetare in tehnologia substantelor anorganice,asistent de cercetare in invatamantul superior,64.76190476190476
214526,asistent de cercetare în tehnologia substanțelor organice,asistent de cercetare in tehnologia substantelor organice,asistent de cercetare in invatamantul superior,66.01941747572816
214940,asistent de cercetare în tehnologie și echipamente neconvenționale,asistent de cercetare in tehnologie si echipamente neconventionale,asistent de cercetare in invatamantul superior,58.92857142857143
214655,asistent de cercetare în tehnologii carbochimice,asistent de cercetare in tehnologii carbochimice,asistent de cercetare in invatamantul superior,61.702127659574465
215234,asistent de cercetare în telecomenzi și electronică în transporturi,asistent de cercetare in telecomenzi si electronica in transporturi,asistent de cercetare in invatamantul superior,56.63716814159292
214637,asistent de cercetare în topografie minieră,asistent de cercetare in topografie miniera,asistent de cercetare in invatamantul superior,65.1685393258427
214924,asistent de cercetare în tricotaje-confecții textile,asistent de cercetare in tricotaje-confectii textile,asistent de cercetare in invatamantul superior,59.183673469387756
214646,asistent de cercetare în turnarea metalelor,asistent de cercetare in turnarea metalelor,asistent de cercetare in invatamantul superior,67.41573033707866
214477,asistent de cercetare în utilaje și instalații portuare,asistent de cercetare in utilaje si instalatii portuare,asistent de cercetare in invatamantul superior,63.366336633663366
214480,asistent de cercetare în utilaje și tehnologia ambalării,asistent de cercetare in utilaje si tehnologia ambalarii,asistent de cercetare in invatamantul superior,62.745098039215684
213255,asistent de cercetare în zootehnie,asistent de cercetare in zootehnie,asistent de cercetare in invatamantul superior,65.0
215135,asistent de cercetare roboți industriali,asistent de cercetare roboti industriali,maistru roboti industriali,72.72727272727273
211445,"asistent de cercetare științifică în domeniul hidrologiei, hidrogeologiei și gospodăririi apelor","asistent de cercetare stiintifica in domeniul hidrologiei, hidrogeologiei si gospodaririi apelor",asistent de cercetare in invatamantul superior,52.112676056338024
265238,asistent de cercetare științifică în muzică,asistent de cercetare stiintifica in muzica,asistent de cercetare in invatamantul superior,67.41573033707866
226204,asistent de farmacie licențiat,asistent de farmacie licentiat,asistent farmacist,70.83333333333334
226501,asistent de nutriție,asistent de nutritie,asistent juridic,72.22222222222221
325102,asistent de profilaxie stomatologică,asistent de profilaxie stomatologica,asistent profesor invatamant primar,59.154929577464785
243217,asistent director/ responsabil de funcțiune (studii superioare),asistent director/ responsabil de functiune (studii superioare),maistru instalatii de distilare bauturi spirtoase,50.0
311116,asistent fizică și chimie,asistent fizica si chimie,asistent medical sef,66.66666666666666
226905,asistent medical (studii superioare),asistent medical (studii superioare),asistent medical sef,67.85714285714286
226924,"asistent medical balneofizioterapie, balneofiziokinetoterapie și recuperare","asistent medical balneofizioterapie, balneofiziokinetoterapie si recuperare",asistent medical fizioterapie/asistenta medicala fizioterapie,64.70588235294117
325909,"asistent medical balneofizioterapie, balneofiziokinetoterapie și recuperare","asistent medical balneofizioterapie, balneofiziokinetoterapie si recuperare",asistent medical fizioterapie/asistenta medicala fizioterapie,64.70588235294117
325301,asistent medical comunitar,asistent medical comunitar,asistent de medicina dentara,74.07407407407408
325603,asistent medical consiliere HIV/ SIDA,asistent medical consiliere hiv/ sida,asistent medical sef,66.66666666666666
321303,asistent medical de farmacie,asistent medical de farmacie,asistent medical sef,79.16666666666666
325905,asistent medical de pediatrie,asistent medical de pediatrie,asistent medical sef,73.46938775510205
325502,asistent medical fizioterapie,asistent medical fizioterapie,asistent medical sef,73.46938775510205
222101,asistent medical generalist,asistent medical generalist,asistent medical sef,76.59574468085107
325901,asistent medical generalist,asistent medical generalist,asistent medical sef,76.59574468085107
226921,asistent medical igienă și sănătate publică,asistent medical igiena si sanatate publica,asistent de medicina dentara,61.97183098591549
325907,asistent medical igienă și sănătate publică,asistent medical igiena si sanatate publica,asistent de medicina dentara,61.97183098591549
226920,asistent medical laborator,asistent medical laborator,asistent medical sef,73.91304347826086
325904,asistent medical laborator,asistent medical laborator,asistent medical sef,73.91304347826086
226918,asistent medical nutriție dietetică,asistent medical nutritie dietetica,asistent medical sef,65.45454545454545
325902,asistent medical nutriție dietetică,asistent medical nutritie dietetica,asistent medical sef,65.45454545454545
325906,asistent medical obstetrică-ginecologie,asistent medical obstetrica-ginecologie,asistent medical sef,64.40677966101694
226919,asistent medical radiologie,asistent medical radiologie,asistent medical sef,76.59574468085107
325910,asistent medical radiologie,asistent medical radiologie,asistent medical sef,76.59574468085107
222102,asistent medical specializat,asistent medical specializat,asistent medical sef,79.16666666666666
211206,asistent meteorolog,asistent meteorolog,asistent editor,76.47058823529412
263509,asistent pentru îngrijirea persoanelor vârstnice,asistent pentru ingrijirea persoanelor varstnice,asistent pentru ingrijirea persoanelor varstnice/asistenta pentru ingrijirea persoanelor varstnice,65.75342465753424
