cod_cor,denumire_ocupatie
722417,rabotor-mortezor roți dințate
722411,rabotor-mortezor universal
215106,radiochimist
352133,radioelectronist stații de emisie radio-TV
352212,radioelectronist stații radiorelee și satelit
422303,radiotelegrafist
812112,rafinator metale neferoase
814112,rafinator regenerare cauciuc
313402,rafinor
511315,ranger
516905,raportor ecolog
731707,rămar poleitor
265409,realizator emisiuni RTV
265254,realizator muzical
333102,recepționer contractări-achiziții
432113,recepționer-distribuitor
422401,recepționer de hotel
334403,recepționer medical
422601,recepționist
621008,recoltator stuf
721413,recondiționer scule și utilaje petroliere
722418,rectificator dantură caneluri
722426,rectificator piese producătoare de ochiuri
722412,rectificator universal
721107,recuperator metale vechi
432105,recuziter
264211,redactor
265252,redactor muzical
265425,redactor prezentator de televiziune
264223,redactor rubrică
134910,"redactor- șef presă, editură"
331309,referent
241236,referent bancar/ societate de leasing
421114,referent casier
333911,referent comerț exterior
212008,referent de specialitate actuar
216107,referent de specialitate arhitect
241244,referent de specialitate asigurări
262207,referent de specialitate așezământ cultural
213120,referent de specialitate bacteriolog
213124,referent de specialitate biochimist
213104,referent de specialitate biolog
213108,referent de specialitate botanist
211305,referent de specialitate chimist
213303,referent de specialitate ecolog
213128,referent de specialitate farmacolog
241104,referent de specialitate financiar-contabilitate
242305,referent de specialitate forță de muncă și șomaj
211408,referent de specialitate geofizician
211404,referent de specialitate geolog
211412,referent de specialitate hidrogeolog
211416,referent de specialitate hidrolog
213204,referent de specialitate inginer agronom
214507,referent de specialitate inginer chimist
214212,referent de specialitate inginer construcții
213208,referent de specialitate inginer horticol
214520,referent de specialitate inginer industria alimentară
214122,referent de specialitate inginer industrializarea lemnului
214436,referent de specialitate inginer mecanic
214609,referent de specialitate inginer metalurg
214613,referent de specialitate inginer minier
214908,referent de specialitate inginer prelucrarea sticlei și ceramicii
213222,referent de specialitate inginer silvic
214916,referent de specialitate inginer tehnologia celulozei și hârtiei
214109,"referent de specialitate inginer textile, pielărie"
213212,referent de specialitate inginer zootehnist
242204,referent de specialitate în administrația publică
235106,referent de specialitate învățământ
243203,referent de specialitate marketing
212004,referent de specialitate matematician
221106,referent de specialitate medic
213132,referent de specialitate microbiolog
211420,referent de specialitate pedolog
214511,referent de specialitate petrochimist
265421,referent de specialitate selecție programe TV
212014,referent de specialitate statistician
432341,referent de specialitate TIR și tranzite (studii superioare)
213112,referent de specialitate zoolog
411003,referent de stare civilă
262204,referent difuzare carte
441601,referent evidența persoanelor
214620,referent inginer petrolist
264304,referent literar
265211,referent muzical
421113,referent operații între sedii
335402,"referent pensii, asigurări sociale și asistență socială"
432343,referent protocol aeroportuar
242215,referent relații externe
333304,referent resurse umane
331401,referent statistician
335103,referent TIR și tranzite (studii medii)
413103,referent transmitere
335104,referent vamal (studii medii)
315511,referent/ inspector în serviciile de trafic aerian
325504,reflexoterapeut
261913,registrator carte funciară
121907,registrator coordonator
413204,registrator de arhivă electronică de garanții reale mobiliare
261925,registrator de registrul comerțului
334401,registrator medical
334402,registrator medical în anatomie patologică
121908,registrator-șef
265410,regizor artistic
265438,regizor culise
265411,regizor emisie
265228,regizor muzical
265439,regizor scenă
265412,regizor studio
265413,regizor sunet
265414,regizor tehnic
242206,reglementator
722303,reglor benzi montaj
722306,reglor la mașini de prelucrare mase plastice
722302,reglor la mașini pentru confecționarea elementelor galvanice
722301,"reglor la mașini pentru fabricarea cablurilor, conductorilor electrici și materialelor electrice"
722309,reglor la mașini pentru fabricarea lămpilor electrice
722305,reglor mașini de bobinat și platinat
752302,reglor mașini de prelucrat lemn
722307,reglor mașini-unelte
722310,reglor și reglor-conductor la mașini-unelte
722308,reglor-montator
812146,regulator țevi
753303,remaieur ciorapi
731114,reparator aparate foto
731828,reparator covoare
731115,"reparator stilouri, brichete"
731116,reparator umbrele
731826,repasator
721416,repasator garnituri carde
343511,reporter (studii medii)
264212,reporter (studii superioare)
265253,reporter muzical
264213,reporter operator
332202,reprezentant comercial
332201,reprezentant tehnic
243302,reprezentant vânzări în domeniul medical
214115,responsabil afacere
242902,responsabil al managementului responsabilității sociale
325717,responsabil al managementului responsabilității sociale
422405,responsabil cazare
122312,responsabil CTE (control tehnic-economic) în cercetare-proiectare
242231,responsabil cu protecția datelor cu caracter personal
325710,responsabil de mediu
121916,responsabil industrializare produs
242241,responsabil monitorizare și evaluare
242104,responsabil proces
265260,responsabil producție artistică teatru muzical
122109,responsabil produs
214239,responsabil tehnic cu execuția
214234,responsabil tehnic cu urmărirea curentă a comportării construcțiilor
441211,responsabil tură expediție
343305,restaurator arhivă (studii medii)
262106,restaurator arhivă (studii superioare)
343303,restaurator bunuri culturale (studii medii)
262107,restaurator bunuri culturale (studii superioare)
343301,restaurator opere de artă și monumente istorice (studii medii)
262104,restaurator opere de artă și monumente istorice (studii superioare)
711305,restaurator piatră
752220,restaurator șarpante și structuri din lemn
265110,restaurator tablouri
753109,retușier confecții
813206,retușor clișee
343103,retușor foto
831207,revizor ace
511202,revizor bilete
711916,revizor cale sau puncte periculoase
241103,revizor contabil
132408,revizor general siguranța circulației
331305,revizor gestiune
261914,revizor jurist
264309,revizor lingvist
215208,revizor siguranța circulației feroviare
432344,revizor tehnic auto
432319,revizor tehnic vagoane
335102,revizor vamal
621009,rezinator
815306,rihtuitor confecții
731712,rotar caretaș
818110,sablator produse din sticlă
541919,salvator din mediul subacvatic speologic
541908,salvator din mediul subteran speologic
753402,saltelar
731810,saluzitor frânghii
541905,salvamar
541903,salvator la ștrand
312103,salvator minier
541904,salvator montan
711903,săpător fântâni
931204,săpător manual
754101,scafandru autonom
754105,scafandru cu alimentare de la suprafață până la 30 metri
754102,scafandru cu alimentare de la suprafață până la 50 metri
754110,scafandru de mare adâncime
754107,scafandru salvator
754103,scafandru șef grup
754104,scafandru șef utilaj
265434,scenograf
721432,schelar
421202,schimbător fise - changeur (cazino)
264102,scriitor
432320,scriitor vagoane
722202,sculer-matrițer
265108,sculptor
731708,sculptor în lemn
265109,sculptor păpuși
334301,secretar administrativ
111434,secretar al organizațiilor umanitare
343522,secretar artistic
334302,secretar asistent director
111417,secretar asociație teritorială de organizații cooperatiste
263646,secretar Cancelaria Patriarhală
263632,secretar culte
341112,secretar dactilograf laborator expertize criminalistice
343514,secretar de emisie (studii medii)
264214,secretar de emisie (studii superioare)
343508,secretar de redacție (studii medii)
264215,secretar de redacție (studii superioare)
111127,secretar de stat
111234,secretar diplomatic
331307,secretar economic (studii medii)
263126,secretar economic (studii superioare)
263647,secretar eparhial
342203,secretar federație
111219,secretar general
111237,secretar general Academie
111131,secretar general adjunct al Consiliului Superior al Magistraturii
134911,"secretar general agenție presă, editură"
111125,secretar general al Guvernului
111414,secretar general asociație națională cooperatistă
143108,secretar general federație sport
134912,secretar general redacție
235901,"secretar institut, facultate"
264305,secretar literar
265212,secretar muzical
111425,secretar național organizație profesională națională
341104,secretar notariat
111404,secretar organizație politică
111428,"secretar organizație profesională, filială județeană/ municipiu"
111410,secretar organizație sindicală
111126,secretar Parlament
265440,secretar platou
111302,"secretar primărie, prefectură"
334201,secretar procuratură
264216,secretar responsabil de agenție
341903,secretar școală
235909,secretar școală
265415,secretar șef producție film
111407,"secretar și secretar adjunct ai asociațiilor, filialelor și organizațiilor obștești"
122303,secretar științific
134503,"secretar științific învățământ, cercetare"
412001,secretară
412002,secretară dactilografă
412003,secretară prelucrare texte
111217,secretar-șef notariat
818122,securizator geam
811105,semnalist-cuplător
111107,senator
352116,senzitometrist
811209,separator la prepararea cărbunilor
612302,sericicultor
732205,serigraf
541104,servant pompier
835006,servator far maritim și stație semnal de ceață
813107,sinterizator
751303,smântânitor
711201,sobar
263201,sociolog
265305,solist balet
265220,solist concertist
265214,solist instrumentist
265215,solist vocal
513103,somelier
811302,sondor la foraj manual
811310,sondor la forajul mecanizat și reparații sonde
811311,sondor la intervenții de sonde
811312,sondor la punerea în producție
322102,soră medicală
134213,soră medicală șefă
432106,sortator produse
731728,"sortator, spălător păr"
912104,spălător covoare înnodate
951002,spălător geamuri și parbrize
811207,spălător la prepararea cărbunilor
912201,spălător vehicule
912301,spălător vitrine și geamuri
912103,spălătoreasă lenjerie
213306,specialist arii protejate
241308,specialist bancar
241270,specialist control intern în domeniul pieței de capital
241216,specialist control risc
242118,specialist digitalizare
214112,specialist documentație studii
251301,specialist e-Afaceri
242904,specialist educator în penitenciare
262115,specialist educație muzeală
241217,specialist evaluare daune
243215,specialist garanții auto
265218,specialist instrumente de suflat
242102,specialist îmbunătățire procese
332301,specialist în achiziții
242412,specialist în activitatea de coaching
243220,specialist în activitatea de lobby
263507,specialist în angajare asistată
242321,specialist în compensații și beneficii
242322,specialist în dezvoltare organizațională
214129,specialist în domeniul calității
251401,specialist în domeniul proiectării asistate pe calculator
226302,specialist în domeniul securității și sănătății în muncă
341206,specialist în economia socială
251302,specialist în e-Guvernare
251303,specialist în e-Media
251304,specialist în e-Sănătate
263506,specialist în evaluarea vocațională a persoanelor cu dizabilități
242319,specialist în formare
214237,specialist în iluminat
263515,specialist în lucrul cu părinții (parenting)
213310,specialist în managementul deșeurilor
214140,specialist în managementul riscului
213309,specialist în management și remediere situri contaminate
242110,"specialist în planificarea, controlul și raportarea performanței economice"
235924,specialist în pregătire fizică
252913,specialist în proceduri și instrumente de securitate a sistemelor informatice
214312,specialist în reciclarea deșeurilor
242320,specialist în recrutare
242323,specialist în relații de muncă
243201,specialist în relații publice
252903,specialist în securitate cibernetică pentru sisteme automatizate de comandă-control
214235,specialist în urmărirea comportării construcțiilor
214111,specialist încercări componente vehicule/ grup motopropulsor/ optimizare energetică/ sisteme de măsurare
243103,specialist marketing
243105,specialist marketing online
215220,specialist mentenanță electromecanică-automatică echipamente industriale
214443,specialist mentenanță mecanică echipamente industriale
265257,specialist muzicologie bizantină/gregoriană
265227,specialist orgă
214945,specialist operare sisteme de poziționare dinamică
241271,specialist pentru piața de capital
241272,specialist pentru relația cu investitorii
241268,specialist piețe reglementate
242109,specialist plan progres
263221,specialist planificare teritorială
214442,specialist prestații vehicule
261919,specialist proprietate intelectuală
243204,specialist protocol și ceremonial
214441,specialist reglementări/ cărți de identitate vehicule/ verificări tehnice înmatriculare/ inspecții tehnice/ omologări oficiale
243212,specialist relații sociale
242314,specialist resurse umane
325727,specialist securitate și sănătate în muncă în domeniul servicii de întreținere și reparații autovehicule (studii medii)
241250,specialist sistem asigurări
235925,specialist sisteme de calificare
242103,specialist strategie industrială
241311,specialist/ analist organizare
541103,specialiști pentru prevenire
252901,specialist SIG/IT
214538,specialist tehnologia alimentelor
711926,speolog utilitar
342104,sportiv de înaltă performanță
342105,sportiv de performanță
342102,sportiv profesionist în alte discipline sportive
263633,stareț – stareță
331402,statistician
331403,statistician medical
413102,stenodactilografă
732106,stereotipar
751104,sterilizator
511102,stewardesă
342219,steward sportiv
514104,stilist extensii de păr
514211,stilist extensii gene
514208,stilist protezist de unghii
265407,stilizator film de desene animate (studii superioare)
216604,stilizator film desene animate (studii medii)
621011,stivuitor și recepționer silvic
834403,stivuitorist
834407,stivuitorist portuar
753302,stopeur
752301,strungar în lemn
722423,strungar la mașini de alezat
722424,strungar la mașini de prelucrat în coordonate
722425,strungar la mașini de strunjit roți căi ferate
722422,strungar la mașini orizontale
722421,strungar la strung carusel
722419,strungar la strung paralel și de detalonat
722420,strungar la strung revolver
818124,strungar produse ceramice
732304,strungar șlefuitor tipografie
722413,strungar universal
713103,stucaturist
213213,subinginer agronom
215209,subinginer automatist
216508,subinginer cadastru
214536,subinginer chimist
215116,subinginer centrale termoelectrice
214202,"subinginer construcții civile, industriale și agricole"
215107,subinginer electroenergetică
215217,subinginer electromecanic
215210,"subinginer electronist, transporturi, telecomunicații"
216503,subinginer geodez
215309,subinginer iluminat tehnologic
214118,subinginer industrializarea lemnului
213228,subinginer îmbunătățiri funciare
214515,subinginer în industria alimentară
214904,subinginer materiale de construcții
214402,subinginer mecanic
214430,subinginer mecanic automobile
214427,subinginer mecanic avioane și motoare de aviație
214428,subinginer mecanic construcții corp de navă
214429,subinginer mecanic instalații navale de bord
214423,subinginer mecanic material rulant de cale ferată
214424,subinginer mecanic mecanică agricolă
214420,subinginer mecanic tehnologia construcțiilor de mașini
214425,subinginer mecanic utilaj tehnologic pentru chimie
214426,subinginer mecanic utilaje pentru construcții
214431,subinginer mecanic utilaje pentru industria lemnului
214432,subinginer mecanic utilaje pentru materiale de construcție
214421,subinginer mecanic utilaje și tehnica sudurii
214422,"subinginer mecanic, mecanică fină"
214603,subinginer metalurgist
214604,subinginer minier
214502,subinginer petrochimist
214617,subinginer petrolist
214902,subinginer prelucrarea sticlei și ceramicii
215311,subinginer proiectant comunicații
214440,subinginer proiectant mecanic
215211,subinginer reglaje subansamble
215113,subinginer rețele electrice
215307,subinginer- șef car reportaj
214446,subinginer tehnolog în fabricarea armamentului și muniției
214911,subinginer tehnologia celulozei și hârtiei
214104,"subinginer textile, pielărie"
213214,subinginer zootehnist
111226,subprefect
111140,subsecretar de stat
721208,sudor
721204,sudor cu arc electric acoperit sub strat de flux
721206,sudor cu arc electric cu electrod fuzibil în mediu de gaz protector
721207,sudor cu arc electric cu electrod nefuzibil în mediu de gaz protector
712413,sudor geomembrană
721203,sudor manual cu arc electric
721202,sudor manual cu flacără de gaze
265216,cazinou operă
265416,cazinou teatru
132227,supervizor geolog și foraj
263513,supervizor în servicii sociale
532907,supraveghetor de noapte servicii sociale
962913,supraveghetor hotel
342213,supraveghetor în poligonul de tir
421203,supraveghetor jocuri (cazinou)
515109,supraveghetor muzeu
962911,supraveghetor noapte (învățământ)
962912,supraveghetor săli spectacole
834306,supraveghetor stație șenal navigabil
311538,surveyor maritim
311539,surveyor fluvial
721414,șanfrenator
121111,șef agenție bancară
122106,șef agenție bursieră
121122,șef agenție CEC
432321,șef agenție colectare și expediție mărfuri
142010,șef agenție comercială
143109,șef agenție concursuri hipice
132409,șef agenție navală
132430,șef agenție pilotaj
264217,șef agenție publicitate
122201,șef agenție reclamă publicitară
143902,șef agenție/ oficiu turism
121902,șef atelier
132410,șef atelier aeroport
122311,șef atelier cercetare-proiectare
143901,șef atelier decorator
122308,"șef atelier ediție, multiplicare, expediție"
132202,șef atelier industria extractivă
132102,șef atelier industria prelucrătoare
133003,șef atelier informatică
132304,șef atelier în construcții
143904,șef atelier presă
143112,șef atelier producție film
132438,șef atelier reparații
132221,șef atelier reparații capitale
134904,"șef atelier reparații obiecte de uz casnic, curățătorii și alte servicii pentru populație"
341904,șef atelier școală
235910,șef atelier școală
133010,șef atelier telecomunicații
132411,șef atelier transporturi
132412,șef autobază
432322,șef autogară
142002,șef bază recepție
121904,șef birou
132413,șef birou aeroport
121130,șef birou analize economice
132443,șef birou aprovizionare-desfacere
121201,șef birou calificare și recalificare
132112,șef birou calitate
142004,șef birou comerț cu ridicata și cu amănuntul
121129,șef birou contabilitate
121310,șef birou corp control
133011,șef birou exploatare poștală
134913,"șef birou exploatare, coordonare presă"
121128,șef birou financiar
132453,șef birou import-export
132207,șef birou industrie extractivă
132108,șef birou industrie prelucrătoare
111220,șef birou instituție publică
132312,șef birou în construcții
122102,șef birou marketing
121301,"șef birou organizație politică, obștească, umanitară"
121202,șef birou pensii
133012,șef birou radiotelecomunicații
122202,șef birou reclamă publicitară
134914,șef birou redacție
134915,șef birou relații unități presă
121209,șef birou resurse umane
111222,șef birou senatorial
121203,șef birou șomaj
121906,șef birou/ serviciu administrativ
121124,șef birou/ serviciu financiar-contabilitate
132414,șef birou/ serviciu relații internaționale
132415,șef birou/ serviciu transport maritim și fluvial
121123,șef birou/ serviciu/ secție circumscripție financiară
143915,șef birou/ stație/ tură meteo aeronautic/ de aerodrom
132111,șef birou tehnic
132305,șef brigadă complexă sau specializată
132213,șef brigadă exploatare minieră
111221,șef cabinet
112030,șef cancelarie
515107,șef cantină
132431,șef cart
122105,șef casă compensație
421108,șef casierie centrală
134505,șef catedră
132220,"șef centrală electrică, gaze și apă"
133013,șef centrală telefonică
133019,"șef centru (secție, sector) radiodifuziune"
133020,"șef centru (secție, sector) telecomunicații"
133014,șef centru control calitate emisie radiofonică
133015,șef centru control calitate emisie televiziune
133016,șef centru control local comunicații
134906,"șef centru dezinfecție, deratizare și dezinsecție"
133017,șef centru dirijare zbor
143914,șef centru meteo aeronautic
133046,șef Centru Național de Telecomunicații Aeronautice Aviație Civilă
143916,șef Centru Național pentru Protecția Meteorologică a Navigației Aeriene
121208,șef centru perfecționare
133018,șef centru poștal
132215,șef centru prelucrare
131105,șef centru protecția plantelor și mediului
134905,șef centru reparații
131106,șef centru reproducția și selecția animalelor
133022,șef centru zonal de intervenții translatare TV
133021,șef centru zonal intervenții radiorelee
131108,șef circumscripție sanitar-veterinară și control al alimentelor
132416,șef coloană auto
621010,șef coloană exploatare stuf
121919,șef compartiment (studii superioare)
541101,șef compartiment pentru prevenire
141102,șef complex hotelier
131109,șef complex zootehnic
112022,șef corp executori bancari
421204,șef de masă (cazinou)
422403,șef de recepție hotel
343401,șef de sală restaurant
754108,șef de scufundare
111223,șef departament
121105,șef departament bancă/ șef-adjunct departament
132442,șef departament logistică
142007,șef departament mărfuri alimentare/ nealimentare
111418,șef departament organizație sindicală
111431,"șef departament/ compartiment/ președinte comisie organizație profesională, filială județeană/ municipiu"
132417,șef depou/ adjunct
132444,șef depozit
132231,șef dispecer energetic central (DEC)
132232,șef dispecer energetic teritorial (DET)
132418,"șef district căi ferate, poduri, drumuri"
131107,"șef district, centru, ocol silvic"
132419,șef divizie căi ferate
315207,șef echipaj maritim/ fluvial
834311,șef echipă docheri
143917,șef echipă intervenții și supraveghere echipamente în serviciile de trafic aerian
711918,șef echipă întreținere cale
711922,șef echipă întreținere cale metrou
711914,"șef echipă întreținere poduri metalice, viaducte și tuneluri"
711923,șef echipă lucrări artă metrou
541106,șef echipă specializată
132437,șef electrician maritim
121304,șef executiv audit intern
134901,șef expoziții și târguri
131110,șef fazanerie
131111,șef fermă agricolă (agrozootehnică)
132235,șef formație
122305,șef formație cercetare-dezvoltare
133023,șef formație comunicații
311919,șef formație industria confecțiilor îmbrăcăminte
132223,șef formație industria petrolieră/ petrochimică
541102,"șef formație intervenție, salvare și prim ajutor"
132228,șef formație în industria de mașini și echipamente
132233,șef formație la fabricarea armamentului și muniției
122304,șef formație lucrări geologice
133024,șef formație operațională telecomunicații
352201,șef formație sisteme radiante (antene)
132433,șef garaj
121917,șef grup funcțional tehnic
541105,șef grupă intervenție
432324,șef haltă
132224,șef instalație petrolieră
132420,șef laborator aeroport
131112,șef laborator analize pedologice
143905,șef laborator conservare-restaurare opere de artă
132216,șef laborator control tehnic de calitate a combustibilului nuclear
121912,șef laborator criminalistică
132225,șef laborator industria petrolieră
133004,șef laborator informatică
132306,șef laborator în construcții
132104,șef laborator în industria prelucrătoare
133025,șef laborator măsurători telecomunicații
133026,șef laborator radioteleviziune
133027,șef laborator telecomunicații
134504,șef lectorat
122103,șef licitație
121915,șef linie fabricație
132307,șef lot
133028,șef lot telecomunicații
831203,șef manevră
132435,șef mecanic instructor
132436,șef mecanic maritim/ fluvial
132204,șef modul în industria extractivă
132105,șef modul în industria prelucrătoare
541414,șef obiectiv servicii de securitate
133002,șef oficiu de calcul
143113,șef oficiu interjudețean difuzare film
134916,șef oficiu juridic
133042,șef oficiu special poștă
121204,șef oficiu șomaj
133041,șef oficiu zonal poștă
134917,"șef oficiu, serviciu, secție, redacție"
265213,șef orchestră
131114,șef parchet
131201,șef păstrăvărie
131115,"șef pepinieră silvicolă, pomicolă, viticolă"
132421,șef port
121913,șef proces fabricație
143110,șef producție film
121106,șef proiect bancă
122309,șef proiect cercetare-proiectare
122314,șef proiect/ program
111224,șef protocol de stat
432112,șef raion/ adjunct mărfuri alimentare/ nealimentare
132422,șef regulator circulație căi ferate
141201,șef restaurant
133029,șef rețea telecomunicații
132423,"șef revizie locomotive, automotoare"
132424,șef revizie vagoane
132234,șef schimb
132309,șef sector (secție) drumuri-poduri
132313,șef sector exploatare îmbunătățiri funciare
132203,șef sector industria extractivă
132103,șef sector industria prelucrătoare
121903,șef secție
122310,șef secție cercetare-proiectare
132205,șef secție industrie extractivă
132106,șef secție industrie prelucrătoare
431104,șef secție inventar
131121,șef secție mecanizare
143111,șef secție producție film
132310,"șef secție producție, exploatare, întreținere, reparații în construcții și lucrări publice"
132425,șef secție/ adjunct (sector) transporturi
121914,șef secțiune tehnică
121901,șef serviciu
132445,șef serviciu aprovizionare-desfacere
142003,șef serviciu comerț cu ridicata și cu amănuntul
143906,șef serviciu control tehnic presă
133030,șef serviciu control zonal comunicații
134401,șef serviciu de reintegrare socială și supraveghere
121206,șef serviciu evaluarea resurselor de muncă
133031,șef serviciu exploatare poștală
132427,șef serviciu filială Administrația Filială Dunărea de Jos
132206,șef serviciu industrie extractivă
132107,șef serviciu industrie prelucrătoare
133032,șef serviciu informare zbor
111225,șef serviciu instituție publică
132311,șef serviciu în construcții
122101,șef serviciu marketing
133033,șef serviciu navigație
121302,"șef serviciu organizație politică, obștească, umanitară"
541405,șef serviciu pază
132113,șef serviciu plan producție
133034,șef serviciu radiotelecomunicații
122203,șef serviciu reclamă publicitară
121205,șef serviciu resurse umane
143913,"șef serviciu stație, tură meteo"
132217,șef serviciu tehnic și componente nucleare
132218,șef serviciu termochimic
541901,șef serviciu voluntar/ privat pentru situații de urgență
132426,"șef serviciu, centru, stație, aeroport"
134601,șef serviciu/ șef birou asigurări
134602,șef serviciu/ șef birou daune
121107,șef serviciu/ șef birou/ bancă/ societate de leasing
132446,șef siloz
132314,șef sistem exploatare îmbunătățiri funciare
132428,șef stație căi ferate
133035,șef stație comunicații prin satelit
132226,șef stație epurare ape reziduale
131116,"șef stație hidrologică, meteorologică și incubație"
131119,șef stație lucrări de irigație și ameliorare a solului
132455,șef stație OTF (operator transport feroviar)
142006,șef stație PECO
131117,"șef stație producție, exploatare, întreținere în agricultură"
133036,șef stație radiorelee
133045,șef stație radiotelegrafie (RTG)
432325,șef stație taxare
132429,șef stație teleferic
133037,șef stație televiziune
132447,șef stație uscare-condiționare cereale
131118,șef stație vinificație
133038,șef studio
215315,șef studio RTV
132114,șef structura de securitate
121918,șef sucursală (studii superioare)
421109,șef supraveghere case
132308,șef șantier
132440,șef trafic auto intern
132441,șef trafic curierat intern
831205,șef tren
511206,șef tură comandă vagon de dormit – cușetă
215120,șef tură dispecer energetic
351102,șef tură exploatare în centre sau oficii de calcul
432326,șef tură la comanda personalului de tren
432327,șef tură pregătirea personalului la vagon-restaurant și de dormit
315515,"șef tură protecția navigației aeriene (comunicații, navigație, supraveghere)"
432328,șef tură revizie vagoane
541409,șef tură servicii securitate
315418,șef tură telecomunicații aeronautice aviație civilă
133044,șef turn telecomunicații
141103,șef unitate balneoclimaterică
143903,șef unitate elementară de lucru
132212,șef unități miniere
132219,"șef uzină, centrală electrică, gaze, apă"
134902,șef vamă
132230,șef/ șef adjunct centru exploatare rețele electrice
132229,șef/ șef adjunct stație electrică
311310,șef/ șef adjunct tură stație electrică (studii medii)
731310,șlefuitor diamante naturale
722407,șlefuitor metale
722427,șlefuitor metale cu plumb industria de armament
731411,șlefuitor produse din ceramică fină
818108,șlefuitor produse din sticlă
752213,"șlefuitor, lustruitor"
818121,șlefuitor/ sablator geam
732112,șlefuitor-granulator
832203,șofer autoambulanță
834305,șofer automacaragiu
832202,șofer autosanitară
832201,șofer de autoturisme și camionete
833202,șofer transport valori bancare
815308,șpănuitor confecții
722104,ștanțator
814116,ștanțator piese pentru încălțăminte din piele și cauciuc
752221,tâmplar binale
752202,tâmplar carosier
752210,tâmplar manual ajustor montator
752211,tâmplar manual la îmbinarea furnirelor
752208,tâmplar manual la presare și încleiere
752203,tâmplar manual/ artizanal
752317,tâmplar mecanic la croit și dimensionat
752319,tâmplar mecanic la frezat și găurit
752318,tâmplar mecanic la rindeluit
752320,tâmplar mecanic la strunjit
752321,tâmplar mecanic la șlefuit
752219,tâmplar restaurator
752201,tâmplar universal
516304,tanatopractor
713101,tapetar
753401,tapițer
514206,tatuator
523001,taxator
815309,tăietor confecții
752303,tăietor de precizie în lemn
818120,tăietor geam
817225,tăietor la ferăstrău panglică
921503,tăietor manual lemn de foc
732204,tăietor matrițe serigrafie
751105,operator abatorizare păsări
818107,tăietor produse din sticlă
621012,tăietor silvic
711304,"tăietor, șlefuitor, lustruitor piatră, marmură"
753607,tălpuitor (confecționer – reparații încălțăminte)
815607,tălpuitor industrial
321402,tehnician acustician – audioprotezist
314201,tehnician agronom – cercetare
213232,tehnician agronom – exploatare
314307,tehnician amenajist
313906,tehnician analist calitate
351207,tehnician animator digital 2D/3D jocuri video
321102,tehnician aparate electromedicale
351208,tehnician artă digitală 2D jocuri video
351209,tehnician artă digitală 3D jocuri video
313905,tehnician asigurarea calității
311217,tehnician atașamentist
315317,tehnician aviație
311808,tehnician cadastru
314306,tehnician cadastru forestier
333310,tehnician calificare gestiune competențe
352128,tehnician CATV
311102,tehnician chimist
422404,tehnician compartiment securitate hotel
325722,tehnician condiții de muncă și securitate
311203,tehnician constructor
311516,tehnician construcții navale
352202,tehnician construcții telefonice
313907,tehnician cotator calitate
341105,tehnician criminalist
352132,tehnician de echipamente TV
226928,tehnician de radiologie și imagistică licențiat
741217,tehnician de scufundare
325101,tehnician dentar
351206,tehnician design de nivel jocuri digitale
351205,tehnician designer jocuri digitale
311104,tehnician determinări fizico-mecanice
311215,tehnician devize și măsurători în construcții
311216,tehnician devizier
311526,tehnician documentație studii
351103,tehnician echipamente de calcul și rețele
263108,tehnician economist
341207,tehnician egalitate de șanse
311304,"tehnician electroenergetician, termoenergetician"
311305,tehnician electromecanic
311402,tehnician electronică
311306,tehnician energetician/ electrician
325729,tehnician ergonomist
321403,"tehnician evaluare, recomandare, furnizare și adaptare fotolii rulante"
311924,tehnician frigotehnist
311108,tehnician geolog
311908,tehnician gestiune salarială
311910,tehnician gestiune stoc
311909,tehnician gestiunea producției
311204,tehnician hidroameliorații
311112,tehnician hidrogeolog
311111,tehnician hidrolog
311109,tehnician hidrometru
311205,tehnician hidrotehnic
223004,tehnician homeopat
352120,tehnician iluminat tehnologic
311809,tehnician imprimare 3D
311312,tehnician inspecții și reparații pale de turbine eoliene
311313,tehnician instalare turbine eoliene
311315,tehnician instalare turbine eoliene offshore
311517,tehnician instalații de bord (avion)
311209,tehnician instalații în construcții
314101,tehnician în bacteriologie
314102,tehnician în biochimie
314105,tehnician în biologie
311120,tehnician în fizică
314103,tehnician în hematologie
422406,tehnician în hotelărie
311925,tehnician în industria alimentară
311927,tehnician în industria alimentară extractivă
311928,tehnician în industria alimentară fermentativă
311929,"tehnician în industria cărnii, laptelui și conservelor"
313903,tehnician în industria celulozei și hârtiei
311912,tehnician în industria confecțiilor din piele și înlocuitori
311913,tehnician în industria confecțiilor și tricotajelor
311914,tehnician în industria încălțămintei
311212,tehnician în industria materialelor de construcții
311915,tehnician în industria pielăriei
311921,tehnician în industria sticlei și ceramicii
311916,tehnician în industria textilă
314301,tehnician în industrializarea lemnului
311930,tehnician în morărit și panificație
314106,tehnician în protecția mediului (tehnician ecolog)
314305,tehnician în reconstrucția ecologică
325721,tehnician în securitate și sănătate în muncă
314104,tehnician în serologie
315516,tehnician în serviciile de trafic aerian
311525,tehnician încercări componente vehicule/ grup motopropulsor/ optimizare energetică/ sisteme de măsurare
352134,tehnician la echipamente de înregistrare imagine și sunet
311926,tehnician laborant analize produse alimentare
311211,tehnician laborant pentru lucrări de drumuri și poduri
343502,tehnician machetist
311518,tehnician mașini și utilaje
311519,tehnician mecanic
311540,tehnician mecatronist
311537,tehnician mentenanță a sistemelor de poziționare dinamică
311309,tehnician mentenanță electromecanică – automatică echipamente industriale
311524,tehnician mentenanță mecanică echipamente industriale
